name,nationality,rating,position1,position2,position3,age,team
Jørgen Horn,Norway,66,CB,,,31,Sarpsborg 08 FF
Simon Eastwood,England,66,GK,,,29,Oxford United
Nicky Law,England,66,LM,CM,,30,Exeter City
Paul McGowan,Scotland,66,CM,CAM,,30,Dundee FC
Aitor,Spain,66,RB,LB,CB,31,Extremadura UD
Andreas Lienhart,Austria,66,RB,RM,RWB,32,SCR Altach
Thomas Charles,Argentina,66,CB,LB,,33,Deportes Temuco
Nicola Ravaglia,Italy,66,GK,,,29,Cremona
Toumani Diagouraga,France,66,CM,CDM,,31,Swindon Town
Ronnie Schwartz,Denmark,66,ST,,,28,Sarpsborg 08 FF
Ahmed Kantari,Morocco,66,CB,,,33,Valenciennes FC
Réginal Goreux,Haiti,66,RB,,,30,Standard Liège
Tommy SpurrL,England,66,LB,CB,,30,Fleetwood Town
Liam Craig,Scotland,66,CM,LM,,31,St. Johnstone
Francisco Canales,Mexico,66,GK,,,31,Lobos
Roy O'Donovan,Republic of Ireland,66,ST,,,33,Newcastle Jets
David Forde,Republic of Ireland,66,GK,,,38,Cambridge Utd
Alan Lithgow,Scotland,66,CB,,,30,Livingston
Daniel Jones,England,66,LB,,,31,Notts County
Rory McArdle,Northern Ireland,66,CB,,,31,Scunthorpe Utd
Mark Hughes,England,66,CB,,,31,Accrington
Michael O'Connor,Northern Ireland,66,CM,,,30,Lincoln City
Alf Mintzel,Germany,66,LB,,,36,SV Wehen
Lee Martin,England,66,LM,,,31,Exeter City
Kristoffer Andersen,Belgium,66,CAM,CM,,32,Fortuna Köln
Mohammed Al Shalhoub,Saudi Arabia,66,CAM,LM,CM,37,Al Hilal
Anthony Grant,England,66,CM,,,31,Shrewsbury
Chris Maguire,Scotland,66,RM,LM,ST,29,Sunderland
Fredrik Nordkvelle,Norway,66,CM,,,32,Odds BK
Darius Charles,England,66,CB,,,30,Wycombe
Derrick Etienne Jr.,Haiti,66,RW,ST,,21,NY Red Bulls
Hwang Jin Sung,Korea Republic,66,CM,,,34,Gangwon FC
Kwak Tae Hwi,Korea Republic,66,CB,,,37,FC Seoul
Cho Yong Hyung,Korea Republic,66,CB,,,34,Jeju United
Łukasz Janoszka,Poland,66,LM,,,31,Zagłębie Lubin
Billy Clarke,Republic of Ireland,66,ST,CAM,,30,Charlton Ath
Sebastian Freis,Germany,66,LM,ST,,33,Regensburg
Marcel de Jong,Canada,66,LB,CDM,,31,Whitecaps FC
Tony McMahon,England,66,RB,CDM,,32,Oxford United
Steven Anderson,Scotland,66,CB,,,32,St. Johnstone
Joe Walsh,Wales,66,CB,,,26,MK Dons
Francesco Cosenza,Italy,66,CB,,,32,Lecce
Ben Alnwick,England,66,GK,,,31,Bolton
Lee Frecklington,Republic of Ireland,66,CM,,,32,Lincoln City
Andrew Taylor,England,66,LB,LWB,,32,Bolton
Colin Doyle,Republic of Ireland,66,GK,,,33,Hearts
Brendon Santalab,Australia,66,ST,,,35,Perth Glory
Kazuhiko Chiba,Japan,66,CB,,,33,S-Hiroshima
Radosław Cierzniak,Poland,66,GK,,,35,Legia Warszawa
Piotr Leciejewski,Poland,66,GK,,,33,Zagłębie Lubin
Óscar Rojas,Mexico,66,RB,LB,,37,Lobos
David Edwards,Wales,66,CM,CDM,,32,Reading
William Kvist,Denmark,66,CM,,,33,FC København
Manu,Switzerland,66,LB,,,34,Elche CF
Adebayo Akinfenwa,England,66,ST,,,36,Wycombe
Hannu Patronen,Finland,66,CB,,,34,HJK Helsinki
Collantes,Spain,66,RM,LM,,35,Elche CF
Tomáš Černý,Czech Republic,66,GK,,,33,Aberdeen
David Bičík,Czech Republic,66,GK,,,37,Sparta Praha
Jonas Borring,Denmark,66,LM,,,33,AC Horsens
Kenneth Emil Petersen,Denmark,66,CB,,,33,Odense BK
Sekou Baradji,France,66,CDM,CM,,34,Amiens SC
Carl Valeri,Australia,66,CDM,CM,,34,Melb. Victory
Henning Hauger,Norway,66,CDM,CM,,33,Strømsgodset IF
Sedat Ağçay,Turkey,66,CDM,,,36,MKE Ankaragücü
Marcos Gelabert,Argentina,66,CM,CDM,,36,San Martín
Enar Jääger,Estonia,66,CB,RB,LB,33,Vålerenga Fotball
Mitsuo Ogasawara,Japan,66,CDM,CM,,39,Kashima Antlers
Du Wei,China PR,66,CB,,,36,Guizhou Hengfeng
Luis Michel,Mexico,66,GK,,,39,Tijuana
David Fox,England,66,CDM,CM,,34,Plymouth Argyle
Anouar Hadouir,Netherlands,66,CAM,LM,ST,35,Excelsior
Arnold Kruiswijk,Netherlands,66,LB,CB,,33,Vitesse
Kim Yong Dae,Korea Republic,66,GK,,,38,Ulsan Hyundai
Ufuk Ceylan,Turkey,66,GK,,,32,Alanyaspor
Tyrone Mears,England,66,RB,,,35,Minnesota United
Ian Henderson,England,66,ST,LM,RM,33,Rochdale
David Martin,England,66,GK,,,32,Millwall
Xisco Campos,Spain,66,RB,CB,,36,RCD Mallorca
Daniel Haas,Germany,66,GK,,,35,Aue
Lee Holmes,England,66,LM,,,31,Exeter City
Lee Camp,Northern Ireland,66,GK,,,33,Birmingham City
Jay Bothroyd,England,66,ST,,,36,H.Consa.Sapporo
Espen Bugge Pettersen,Norway,66,GK,,,38,Strømsgodset IF
Nelson Ferreira,Portugal,66,LM,RM,CAM,36,FC Thun
Jon Jönsson,Sweden,66,CB,,,35,IF Elfsborg
Morten Rasmussen,Denmark,66,ST,,,33,Pogoń Szczecin
Andriy Batsula,Ukraine,65,LB,LM,,26,KV Kortrijk
Jambul Jigauri,Georgia,65,CAM,RM,LM,26,Grenoble Foot
Milton Álvarez,Argentina,65,GK,,,29,Independiente
Marcel Ruiz,Mexico,65,CAM,CM,,17,Querétaro
Carlos Ohene,Ghana,65,CDM,CM,,25,Ohod Club
Carlos Benavídez,Uruguay,65,CDM,,,20,Independiente
Sofiane Diop,France,65,CAM,,,18,AS Monaco
Roman Procházka,Slovakia,65,CDM,,,29,Viktoria Plzeň
Nazariy Rusyn,Ukraine,65,ST,,,19,Dynamo Kyiv
Vitalie Damascan,Moldova,65,ST,,,19,Torino
Michaell Chirinos,Honduras,65,RM,RW,,23,Lobos
Makis Giannikoglou,Greece,65,GK,,,25,AEK Athens
Federico Proia,Italy,65,CM,CDM,,22,Cittadella
İlkay Durmuş,Turkey,65,LM,LB,,24,Innsbruck
Domenico Mungo,Italy,65,CM,CAM,CDM,25,Cosenza
Marquinhos Cipriano,Brazil,65,RM,,,19,Shakhtar Donetsk
Ivan Rondanini,Italy,65,RB,CB,,23,Brescia
Alexei Coșelev,Moldova,65,GK,,,24,Fortuna Sittard
Sávio Roberto,Brazil,65,CAM,CM,,22,V. Setúbal
Hakim El Mokeddem,France,65,RW,LM,CAM,19,Toulouse FC
Fashion Sakala,Zambia,65,ST,LW,RW,21,KV Oostende
Toni Borevković,Croatia,65,CB,,,21,Rio Ave FC
Oleksandr Andrievskyi,Ukraine,65,CDM,CM,LM,24,Dynamo Kyiv
Emilio Volpicelli,Italy,65,ST,,,26,Salerno
Aloísio,Brazil,65,CB,CDM,,21,Marítimo
Luís Maximiano,Portugal,65,GK,,,19,Sporting CP
Jaka Bijol,Slovenia,65,CDM,CM,,19,CSKA Moscow
Hilary Gong,Nigeria,65,RW,,,19,Vitesse
Áron Dobos,Hungary,65,CAM,,,18,Fortuna Sittard
Luquinhas,Brazil,65,RW,,,21,Desportivo Aves
Alexsandar Radovanović,Serbia,65,CB,,,24,RC Lens
Éric Vandenabeele,France,65,CB,,,26,Grenoble Foot
Patrick,Cape Verde,65,ST,,,24,CD Tondela
Davide Marcandella,Italy,65,CAM,RW,ST,21,Padova
Roberto Candido,Italy,65,CAM,CF,LW,25,Padova
Valverde,Spain,65,RM,LM,,33,Extremadura UD
Álex Díez,Spain,65,RB,,,22,Extremadura UD
Mohamed Naamani,Algeria,65,CB,,,27,Al Fateh
Alexandre De Bruyn,Belgium,65,CAM,CF,LM,24,Sint-Truiden
Iván Zotko,Ukraine,65,CB,,,22,Elche CF
Vincent Pule,South Africa,65,LW,LM,CAM,26,Orlando Pirates
Alan Sousa,Brazil,65,ST,,,21,Vejle Boldklub
Fabio Viteritti,Germany,65,LM,CAM,,25,Energie Cottbus
Aleksandar Vukotić,Serbia,65,CB,,,23,Waasl. Beveren
Yacine Adli,France,65,CM,CAM,,18,Paris
Jordy Thomassen,Netherlands,65,ST,CAM,,25,De Graafschap
Lars Nieuwpoort,Netherlands,65,CB,,,23,De Graafschap
Mégan Laurent,Belgium,65,CAM,RM,LM,26,KAS Eupen
João Reis,Portugal,65,LB,LM,,26,CD Tondela
Ayoub El Kaabi,Morocco,65,ST,,,25,Hebei CFFC
Bambo Diaby,Spain,65,CB,RB,,20,Sport. Lokeren
Óscar Valentín,Spain,65,CM,CDM,CB,24,CF Rayo
Luca Pellegrini,Italy,65,LB,,,19,Roma
Kristal Abazaj,Albania,65,RW,LW,ST,22,RSC Anderlecht
Enock Mwepu,Zambia,65,CM,CAM,RM,20,RB Salzburg
Francisco Apaolaza,Argentina,65,ST,,,21,Estudiantes
Nizamdin Ependi,China PR,65,LB,,,27,Beijing Renhe
Linton Maina,Germany,65,CAM,RM,,19,Hannover 96
Paul Jaeckel,Germany,65,CB,,,20,VfL Wolfsburg
Michael Breij,Netherlands,65,CAM,,,21,FC Groningen
João Moutinho,Portugal,65,LB,CB,,20,LAFC
Julio Cascante,Costa Rica,65,CB,RB,,24,Portland Timbers
Giangiacomo Magnani,Italy,65,CB,,,22,Sassuolo
Mohamed Atwa,Egypt,65,CB,,,28,Al Raed
Jorman Campuzano,Colombia,65,CDM,,,22,Atl. Nacional
Mark McKenzie,United States,65,CB,,,19,Philadelphia
Christian Almeida,Uruguay,65,LB,LWB,LM,28,Defensa
Luis Carlos Cabezas,Colombia,65,ST,,,32,La Equidad
Lee Keun Ho,Korea Republic,65,ST,,,22,Pohang Steelers
Egor Nazaryna,Ukraine,65,CM,RB,,21,Royal Antwerp FC
Gabriel Cortez,Ecuador,65,CAM,,,22,Lobos
Nanu,Portugal,65,RB,,,24,Marítimo
Marcel Costly,Germany,65,RW,RM,LM,22,Magdeburg
Phetso Maphanga,South Africa,65,LB,LWB,LM,24,Orlando Pirates
Christos Giousis,Greece,65,CAM,RM,,19,AEK Athens
Aitor RuibalL,Spain,65,RM,LM,ST,22,CF Rayo
Moussa Diaby,France,65,RW,LW,,19,Paris
Mitch Hildebrandt,United States,65,GK,,,29,Atlanta United
Roberto MassimoL,Germany,65,RM,,,17,Bielefeld
Mikkel Damsgaard,Denmark,65,LW,ST,,18,FC Nordsjælland
Maximiliano Ortíz,Bolivia,65,CB,CDM,,28,Free Agents
Patson Daka,Zambia,65,ST,,,19,RB Salzburg
Lyle Foster,South Africa,65,ST,CAM,,17,Orlando Pirates
Josua MejíasL,Venezuela,65,CB,,,20,Nàstic
Borja Sánchez,Spain,65,CAM,CM,LM,22,R. Oviedo
Zinho VanheusdenL,Belgium,65,CB,,,19,Standard Liège
Ibrahim Alhassan,Nigeria,65,CDM,CM,,21,Funchal
Cyrille Bayala,Burkina Faso,65,LW,RW,,22,RC Lens
Nicolas Ruscio Garmendia,Spain,65,CAM,LW,,20,Udinese
Kike,Spain,65,CB,CDM,,28,Rayo Vallecano
Júnior Moreno,Venezuela,65,CDM,,,25,D.C. United
Michael Estrada,Ecuador,65,ST,,,22,Free Agents
Fabio González,Spain,65,CM,CDM,CAM,21,UD Las Palmas
EscricheL,Spain,65,ST,,,20,CD Lugo
Mthokozisi Dube,South Africa,65,RB,,,25,Orlando Pirates
Gaëtan Poussin,France,65,GK,,,19,Girondins de Bx
Abou Ba,France,65,CM,CDM,RM,20,Nancy
Khotso Malope,South Africa,65,CM,CAM,,24,Kaizer Chiefs
Mauro Ortíz,Argentina,65,RW,,,23,Talleres
Giannis Bouzoukis,Greece,65,CAM,CM,RW,20,Panathinaikos
Luca Fiordilino,Italy,65,CM,LM,,22,Palermo
Claudio,Spain,65,ST,,,24,Elche CF
David Gomis,France,65,LM,RM,CAM,25,Gazélec Ajaccio
Ousseynou Ba,Senegal,65,CB,RB,,22,Gazélec Ajaccio
Cyril Mandouki,France,65,CM,CDM,,27,Paris FC
Pedro SilvaL,Portugal,65,GK,,,21,CD Tondela
Nicolás Guerra,Chile,65,ST,,,19,Uni. de Chile
Caleb Ekuban,Italy,65,ST,,,24,Leeds United
Kai Wagner,Germany,65,LWB,LM,LB,21,Würzburg
Anthony Barylla,Germany,65,RB,,,21,FSV Zwickau
Jonathan Levi,Sweden,65,RW,,,22,Rosenborg BK
Mohamed Eisa,Sudan,65,ST,,,24,Bristol City
Jan Löhmannsröben,Germany,65,CDM,,,27,Kaiserslautern
Jesús Godínez,Mexico,65,ST,,,21,Guadalajara
Sam Hughes,England,65,CB,,,21,Leicester City
Juan Álvarez,Argentina,65,LM,RM,,22,Banfield
Brian Figueroa,Mexico,65,LM,,,19,U.N.A.M.
Innocent Maela,South Africa,65,LB,LWB,,26,Orlando Pirates
Marcel Gebers,Germany,65,CB,CDM,,32,SV Meppen
Loureiro,Spain,65,RB,,,21,Córdoba CF
Michael Lüftner,Czech Republic,65,CB,,,24,FC København
Braydon Manu,Germany,65,LM,CF,RM,21,Hallescher FC
Noa Lang,Netherlands,65,LW,RW,,19,Ajax
Siriki Dembele,Scotland,65,RM,,,21,Peterborough
Neftali ManzambiL,Switzerland,65,ST,LW,RM,21,R. Sporting
Amine Benchaib,Belgium,65,CAM,LM,LW,20,Sport. Lokeren
Tracy Mpati,Belgium,65,RB,LB,,26,Sport. Lokeren
Emre Kılınç,Turkey,65,LM,,,23,Sivasspor
Rajko Rep,Slovenia,65,LM,CAM,,28,TSV Hartberg
Max Dombrowka,Germany,65,LB,RB,,26,Unterhaching
Jure Balkovec,Slovenia,65,LB,,,23,Hellas Verona
Marius Kleinsorge,Germany,65,RM,RW,,22,SV Meppen
Robin Scheu,Germany,65,RM,LM,,23,Fortuna Köln
Ermedin DemirovićL,Bosnia Herzegovina,65,ST,,,20,FCSM
Quentin Maceiras,Switzerland,65,RB,,,22,FC Sion
Florian Hansch,Germany,65,RM,ST,CF,22,Sandhausen
Dominic Volkmer,Germany,65,CB,,,22,Regensburg
Pascal Sohm,Germany,65,ST,RM,,26,Hallescher FC
Kevin Broll,Germany,65,GK,,,22,S. Großaspach
Sebastian Vasiliadis,Germany,65,CAM,CM,RM,20,Paderborn
Nico Granatowski,Germany,65,LM,RM,,27,SV Meppen
Matthias Rahn,Germany,65,CB,,,28,Sportfreunde Lotte
Philipp Hoffmann,Germany,65,RM,RW,,26,Preußen Münster
Olivier Verdon,Benin,65,CB,,,22,FCSM
Tom Edwards,England,65,RB,RWB,,19,Stoke City
Fredrik Knudsen,Norway,65,CB,,,21,FK Haugesund
Guridi,Spain,65,CM,CAM,,23,Real Sociedad
Carlos Vargas,Mexico,65,LB,CB,,19,América
Chidera Ejuke,Nigeria,65,LW,,,20,Vålerenga Fotball
Roel Janssen,Netherlands,65,LB,CB,,28,VVV-Venlo
Uriel Antuna,Mexico,65,RM,,,21,FC Groningen
Tristan Dekker,Netherlands,65,RB,,,20,VVV-Venlo
Yusuke Maruhashi,Japan,65,LB,,,27,Cerezo Osaka
Kazuya Murata,Japan,65,RM,,,29,Shimizu S-Pulse
Mitsunari Musaka,Japan,65,CM,,,27,Shimizu S-Pulse
Ko Matsubara,Japan,65,LB,,,21,Shimizu S-Pulse
Moussa Sylla,France,65,ST,,,18,AS Monaco
Callum Gribbin,England,65,CAM,LW,RW,19,Manchester Utd
Abdullah Al Joui,Saudi Arabia,65,RW,CAM,,23,Marítimo
Florian Pick,Germany,65,RM,ST,,22,Kaiserslautern
Samuel TettehL,Ghana,65,ST,,,22,LASK Linz
Filip Rogic,Sweden,65,CM,LWB,,25,Örebro SK
Gastón TogniL,Argentina,65,LW,LM,LB,20,Defensa
Park Yi-Young,Korea Republic,65,RB,CDM,CB,24,St. Pauli
Alexis Ferrante,Italy,65,ST,CF,,23,Pescara
Patrick Sontheimer,Germany,65,CM,,,20,Fürth
Erik Expósito,Spain,65,ST,,,22,UD Las Palmas
Vasilije Janjičić,Switzerland,65,CDM,CM,,19,Hamburg
Ian Harkes,United States,65,CM,CDM,,23,D.C. United
Bryan Passi,France,65,CB,CDM,,21,Montpellier HSC
Louis VerstraeteL,Belgium,65,CM,CAM,CDM,19,Waasl. Beveren
Cristhian ParedesL,Paraguay,65,CM,,,20,Portland Timbers
Anier Figueroa,Colombia,65,CB,,,31,Millonarios
Matías Rojas,Paraguay,65,LW,CM,,22,Defensa
Freddy Flórez,Colombia,65,CDM,,,25,Al. Petrolera
Daleho Irandust,Sweden,65,CAM,,,20,BK Häcken
Tomás Guidara,Argentina,65,RB,,,22,Belgrano
Kortne Ford,United States,65,CB,RB,,22,Colorado Rapids
Javi Jiménez,Spain,65,CB,,,21,Valencia CF
Joshua Pérez,United States,65,RW,,,20,LAFC
Andreas Hopmark,Norway,65,CB,CDM,,27,Kristiansund
Luis González,Venezuela,65,RW,CAM,,27,Deportes Tolima
Manuel Thurnwald,Austria,65,RB,RM,,20,SK Rapid Wien
Simone Lo Faso,Italy,65,CF,CAM,LW,20,Palermo
Teixeira JoséL,Brazil,65,RB,,,28,Pohang Steelers
Marcos Senesi,Argentina,65,CB,,,21,San Lorenzo
Diego Sosa,Argentina,65,LB,,,21,Tigre
Simon Olsson,Sweden,65,CM,,,20,IF Elfsborg
Pol Valentín,Spain,65,RB,RWB,,21,Nàstic
Nilson Loyola,Peru,65,LB,,,23,Free Agents
Justice Chabalala,South Africa,65,CB,,,26,Orlando Pirates
Nito Carbelho,Brazil,65,ST,CAM,,26,Fluminense
Pelle Clement,Netherlands,65,CAM,CM,,22,Reading
Ferris N'Goma,France,65,CM,RW,ST,25,Stade Brestois
Markel Areitio,Spain,65,GK,,,21,SD Eibar
Norberto Briasco,Armenia,65,ST,RM,,22,Huracán
Alberto PicchiL,Italy,65,CM,,,21,Cremona
Teodoro Paredes,Paraguay,65,CB,,,25,Newell's
Valerio Mantovani,Italy,65,CB,,,22,Salerno
Matic Fink,Slovenia,65,RB,,,28,Çaykur Rizespor
Marwane Saadane,Morocco,65,CDM,CB,,26,Çaykur Rizespor
Guévin TorminL,France,65,RM,CAM,LM,20,Cercle Brugge
Yan Marillat,France,65,GK,,,24,Nîmes Olympique
Fabio Depaoli,Italy,65,RM,CM,RB,21,Chievo Verona
Eberechi Eze,England,65,CAM,CM,,20,QPR
Alberto Paleari,Italy,65,GK,,,25,Cittadella
Loïc Goujon,France,65,CM,RB,CDM,22,AJ Auxerre
Anton KrešićL,Croatia,65,CB,,,22,Cremona
Saeed Al Rubaie,Saudi Arabia,65,CB,,,24,Ettifaq FC
Jean-Ricner Bellegarde,France,65,CDM,CM,,20,RC Lens
Derrick Jones,United States,65,CDM,,,21,Philadelphia
Emanuele Ndoj,Albania,65,CM,,,21,Brescia
Gabriele Marchegiani,Italy,65,GK,,,22,SPAL
Andrea Beghetto,Italy,65,LM,,,23,Frosinone
Christian Früchtl,Germany,65,GK,,,18,FC Bayern
Elvir Maloku,Croatia,65,RW,RM,LM,22,Nàstic
Abdiel Arroyo,Panama,65,ST,,,24,Santa Clara
Léo Príncipe,Brazil,65,RB,,,22,Havre AC
Pité,Portugal,65,LB,,,23,CD Tondela
Vitaly Janelt,Germany,65,CM,CDM,,20,Bochum
Mattia FinottoL,Italy,65,ST,,,25,Cittadella
Maxime D'Arpino,France,65,CM,,,22,US Orléans
Óscar FrancoL,Paraguay,65,ST,,,25,Rionegro Águilas
Nils Seufert,Germany,65,CM,CDM,,21,Bielefeld
Jacob Rasmussen,Denmark,65,CB,CDM,CM,21,Empoli
Didier Lamkel Zé,Cameroon,65,LW,RW,,21,Royal Antwerp FC
Brandon Mason,England,65,LB,,,20,Coventry City
Frederic Ananou,Germany,65,RB,CB,,20,Ingolstadt
Andrija Pavlović,Serbia,65,ST,,,24,SK Rapid Wien
Juan Leiva,Chile,65,LW,CAM,,24,Audax Italiano
Giuliano Modica,Argentina,65,CB,,,27,SV Wehen
Rémy Descamps,France,65,GK,,,22,Paris
Ross McCrorie,Scotland,65,CDM,CB,RB,20,Rangers
Damil Dankerlui,Netherlands,65,RB,,,21,Willem II
Cristian Martinez,Panama,65,RM,LM,,21,Columbus Crew SC
Renato TarifeñoL,Chile,65,ST,,,21,Audax Italiano
Savaş Çakır,Turkey,65,RW,RM,ST,22,Trabzonspor
Gino Fechner,Germany,65,CDM,CB,,20,Kaiserslautern
Alexandr Maksimenko,Russia,65,GK,,,20,Spartak Moscow
Yakou Meité,Ivory Coast,65,RM,LM,ST,22,Reading
Tahith Chong,Netherlands,65,LW,CAM,RW,18,Manchester Utd
Riley McGreeL,Australia,65,CM,CDM,,19,Melbourne City
Kweon Han Jin,Korea Republic,65,CB,,,30,Jeju United
Seiya Fujita,Japan,65,RM,,,31,Shonan Bellmare
Shunsuke Kikuchi,Japan,65,CM,RW,,26,Shonan Bellmare
Nikita Medvedev,Russia,65,GK,,,23,Lokomotiv Moscow
Shota Arai,Japan,65,GK,,,29,Kawasaki-F
Gonzalo Rehak,Argentina,65,GK,,,25,Independiente
Franco Troyansky,Argentina,65,ST,LM,,21,Unión
Amir Hadžiahmetović,Bosnia Herzegovina,65,LM,CAM,CDM,21,Konyaspor
Alexis Hinestroza,Colombia,65,CDM,,,29,Jaguares
Jonathan Augustinsson,Sweden,65,LB,,,22,Djurgårdens IF
Sho Inagaki,Japan,65,CM,CF,,26,S-Hiroshima
Keijiro OgawaL,Japan,65,RM,LW,CAM,26,Shonan Bellmare
Shunki Takahashi,Japan,65,RB,LB,RWB,28,Vissel Kobe
Hidekazu Otani,Japan,65,CDM,CM,,33,Kashiwa Reysol
Takumi Miyayoshi,Japan,65,ST,CF,RW,26,H.Consa.Sapporo
Kento Hashimoto,Japan,65,CM,CDM,,25,F.C. Tokyo
Ryoya Ogawa,Japan,65,LB,LWB,,21,F.C. Tokyo
Choi Kyu Baek,Korea Republic,65,CB,,,24,V-Varen Nagasaki
Jay Dasilva,England,65,LB,,,20,Bristol City
Leandro PutaroL,Germany,65,RM,ST,LM,21,Braunschweig
Sarpreet Singh,New Zealand,65,CAM,LW,CM,19,Well. Phoenix
Danilho Doekhi,Netherlands,65,CB,,,20,Vitesse
Oh Jae Suk,Korea Republic,65,RB,LB,RM,28,Gamba Osaka
Kazuya Miyahara,Japan,65,RB,CB,CM,22,Nagoya Grampus
Takaharu Nishino,Japan,65,CB,,,24,Gamba Osaka
Yuji Rokutan,Japan,65,GK,,,31,Shimizu S-Pulse
Salvatore Monaco,Italy,65,CB,,,26,Perugia
Gevaro Nepomuceno,Curacao,65,LM,,,25,Oldham Athletic
Miguel Díaz,Spain,65,CM,CDM,CAM,24,CA Osasuna
Caio De Cenco,Brazil,65,ST,,,29,Padova
Naoki Ishihara,Japan,65,ST,CF,RW,34,Vegalta Sendai
Ryota Moriwaki,Japan,65,CB,RB,,32,Urawa Reds
Maximiliano Lugo,Paraguay,65,CM,RM,LM,28,Belgrano
Sebastien Ibeagha,Nigeria,65,CB,,,26,New York City FC
Gaddi Aguirre,Mexico,65,CB,RB,,22,Atlas
Leeroy Owusu,Netherlands,65,LB,RB,,22,De Graafschap
Fahd Moufi,Morocco,65,RB,,,22,CD Tondela
Stefan Silva,Sweden,65,ST,,,28,AIK
Heo Yong Joon,Korea Republic,65,LW,ST,,25,Jeonnam Dragons
Anton Walkes,England,65,RB,CDM,,21,Portsmouth
Luke Amos,England,65,CM,CDM,,21,Spurs
Christopher Martins Pereira,Luxembourg,65,CDM,CB,,21,OL
Moses Ogbu,Nigeria,65,ST,CAM,,27,IK Sirius
Mariano Vázquez,Argentina,65,CAM,RM,,25,La Equidad
Mathias HonsakL,Austria,65,LM,LB,,21,Kiel
Norbert Balogh,Hungary,65,ST,LW,,22,Palermo
Neri Bandiera,Argentina,65,RW,ST,CAM,29,Curicó Unido
Miguel Solís,Colombia,65,GK,,,35,Ind. Santa Fe
Kyle Fisher,United States,65,CB,RB,,24,Impact Montréal
Jonathan Campbell,United States,65,CB,,,25,Chicago Fire
Masato Kudo,Japan,65,ST,,,28,S-Hiroshima
Alex Muyl,United States,65,RM,LM,,22,NY Red Bulls
Joni Montiel,Spain,65,CAM,LM,RM,19,Rayo Vallecano
Killian Sanson,France,65,LM,CDM,,21,Montpellier HSC
Frederik Tingager,Denmark,65,CB,,,25,Braunschweig
Keinan Davis,England,65,ST,,,20,Aston Villa
Quentin Braat,France,65,GK,,,21,FC Nantes
Kevin Londoño,Colombia,65,RM,,,24,Once Caldas
Fabian ReeseL,Germany,65,ST,RW,,20,Fürth
Luciano Perdomo,Argentina,65,CDM,CM,,21,Gimnasia
Robert Gojani,Sweden,65,CM,CDM,,25,IF Elfsborg
Aly Keita,Sweden,65,GK,,,31,Östersunds FK
Michael Omoh,Nigeria,65,RW,,,26,Örebro SK
Reiss Nelson,England,65,RW,,,18,Arsenal
Kyle Edwards,England,65,LM,RM,CAM,20,West Brom
João Nunes,Portugal,65,CB,,,22,Lechia Gdańsk
Braian Rivero,Argentina,65,CDM,CM,,22,Newell's
Jack FitzwaterL,England,65,CB,,,20,Walsall
Adri Castellano,Spain,65,LB,,,24,Granada CF
Federico Gino,Uruguay,65,CM,,,25,Aldosivi
Trevoh Chalobah,England,65,CB,CDM,,19,Ipswich
Alan Mozo,Mexico,65,RB,,,21,U.N.A.M.
Álvaro Traver,Spain,65,LM,RM,,25,R. Sporting
Júnior Tavares,Brazil,65,LB,,,22,Sampdoria
Matheus Reis,Brazil,65,LB,,,23,Rio Ave FC
Umut Nayir,Turkey,65,ST,,,25,Beşiktaş
Gianluca Carpani,Italy,65,CM,CDM,,24,Ascoli
Ahmed Yousef Al Zain,Saudi Arabia,65,RM,LM,,27,Al Qadisiyah
Paulito Zanon,Brazil,65,CDM,,,26,Paraná
Henrique Jardinel,Brazil,65,CDM,CM,,30,América
Benjamin Muscato,Brazil,65,CB,,,26,Chapecoense
Marcelo Vildeia,Brazil,65,ST,,,34,Grêmio
Sidnei Dalmeira,Brazil,65,CB,,,30,Sport
Vital Nsimba,DR Congo,65,LB,LM,,25,Clermont Foot
Jakub Piotrowski,Poland,65,CDM,CAM,CM,20,KRC Genk
Julian Ryerson,Norway,65,CDM,RB,,20,Union Berlin
Ferrán Giner,Spain,65,LM,LB,,30,RCD Mallorca
Alexander Munksgaard,Denmark,65,RWB,RB,,20,FC Midtjylland
Arnol Palacios,Colombia,65,RB,RM,LB,26,Deportivo Pasto
Tsiy-William Ndenge,Germany,65,CDM,CM,,21,M'gladbach
Mauro Cerqueira,Portugal,65,LB,,,26,Funchal
Franck-Yves Bambock,France,65,CDM,,,23,Córdoba CF
David Kiki,Benin,65,LB,,,24,Stade Brestois
Finn PorathL,Germany,65,LM,RM,,21,Unterhaching
Florian Ayé,France,65,ST,RM,,21,Clermont Foot
Víctor MoralesL,Chile,65,CB,,,27,Unión La Calera
Daniel Castillo,Chile,65,GK,,,27,Uni. Concepción
Mauro Savastano,Netherlands,65,LB,,,21,AZ
Shawn Barry,United States,65,RB,CB,RM,28,Real Salt Lake
Matthieu Udol,France,65,LB,,,22,FC Metz
Niko Kijewski,Germany,65,LB,CB,CDM,22,Braunschweig
Fabien Antunes,France,65,LB,,,26,Sint-Truiden
Thembinkosi Lorch,South Africa,65,LW,RW,CAM,25,Free Agents
Jorrit Smeets,Netherlands,65,CM,,,23,Fortuna Sittard
Josh Dacres-Cogley,England,65,RB,CB,,22,Birmingham City
Branislav Niňaj,Slovakia,65,CB,,,24,Fortuna Sittard
Damià,Spain,65,CDM,CAM,,22,RCD Espanyol
Simone Pontisso,Italy,65,CM,CDM,,21,Udinese
Julián VitaleL,Argentina,65,CDM,CM,,23,SM Tucumán
